provider,region,instance_type,product_name,hourly_price_usd,gpu_type
Azure,japaneast,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,13.50258,A100
Azure,uksouth,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.104782,A10
Azure,usgovarizona,Standard_NV8as_v4,Virtual Machines NVasv4 Series,0.582,Other
Azure,westus3,Standard_NC96ads_A100_v4,NCads A100 v4 Series Windows,7.402439,A100
Azure,switzerlandnorth,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,0.848,Other
Azure,southcentralus,Standard_NC16ads_A10_v4,Virtual Machines NCadsA10v4 Series Windows,3.376,A10
Azure,canadacentral,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.099,A10
Azure,eastus2,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,8.5202,A100
Azure,westus,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,18.807,A100
Azure,eastus2,Standard_NG8ads_V620_v1,Virtual Machines NGadsV620v1 Series,0.635,Other
Azure,westus,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,0.678,Other
Azure,uksouth,Standard_NG16ads_V620_v1,Virtual Machines NGadsV620v1 Series,0.293832,Other
Azure,usgovarizona,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,21.256805,H100
Azure,koreacentral,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,3.665323,A100
Azure,centralus,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,120.934,H100
Azure,swedencentral,Standard_NG8ads_V620_v1,Virtual Machines NGadsV620v1 Series,0.152645,Other
Azure,qatarcentral,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,9.324,A10
Azure,spaincentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,11.758,A100
Azure,southeastasia,Standard_NC128lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6,7.7,RTX PRO 6000
Azure,australiaeast,Standard_NV4ads_V710_v5,Virtual Machines NVadsV710v5 Series,0.0966,Other
Azure,uksouth,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,4.0,A10
Azure,northcentralus,Standard_NV12ads_V710_v5,Virtual Machines NVadsV710v5 Series,0.24,Other
Azure,centralus,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,4.514025,H100
Azure,westeurope,Standard_ND96is_noIB_H100_v5,Virtual Machines NDsH100v5 Series Windows,119.45,H100
Azure,westus3,Standard_NC96ads_A100_v4,NCads A100 v4 Series Windows,7.643,A100
Azure,northcentralus,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.109,A10
Azure,centralus,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,16.578,A100
Azure,spaincentral,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,45.378,A100
Azure,mexicocentral,Standard_NV8as_v4,Virtual Machines NVasv4 Series,0.103,Other
Azure,spaincentral,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,3.895,Other
Azure,southcentralus,Standard_NP40s,Virtual Machines NP Series Windows,1.803648,Other
Azure,westeurope,Standard_NC6s_v3,Virtual Machines NCSv3 Series,3.823,Other
Azure,westus3,Standard_NC32ads_A10_v4,Virtual Machines NCadsA10v4 Series,0.88,A10
Azure,usgovvirginia,Standard_ND96asr_A100_v4,Virtual Machines NDasr A100 v4 Series,34.003,A100
Azure,spaincentral,Standard_NV28adms_V710_v5,Virtual Machines NVadsV710v5 Series Windows,0.814598,Other
Azure,centralus,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,10.509,A100
Azure,centralindia,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,4.787,Other
Azure,canadacentral,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,2.940907,Other
Azure,attdallas1,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,1.521,Other
Azure,westus,Standard_NV6s_v2,Virtual Machines NVSv2 Series Windows,0.905,Other
Azure,westeurope,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,11.788,A10
Azure,westus3,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.32,A10
Azure,westeurope,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.896,Other
Azure,koreacentral,Standard_NC6s_v3,Virtual Machines NCSv3 Series,0.847,Other
Azure,canadacentral,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,1.445875,A10
Azure,westus3,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.077062,Other
Azure,centralus,Standard_ND96is_flex_H100_v5,Virtual Machines NDsfH100v5 Series,108.84,H100
Azure,germanywestcentral,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.537398,A10
Azure,norwaywest,Standard_NV24s_v3,Virtual Machines NVSv3 Series Windows,2.072,Other
Azure,northeurope,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,17.63,A100
Azure,jioindiacentral,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.912,A10
Azure,australiaeast,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,23.922,H100
Azure,eastus2,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.932,Other
Azure,uksouth,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,0.36535,Other
Azure,uaenorth,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,73.056,MI300X
Azure,australiaeast,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.518,A10
Azure,northcentralus,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,1.854,Other
Azure,northcentralus,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,10.64448,MI300X
Azure,spaincentral,Standard_NV8ads_V710_v5,Virtual Machines NVadsV710v5 Series,0.867,Other
Azure,centralus,Standard_NC64ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6 Windows,6.428,RTX PRO 6000
Azure,mexicocentral,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.941878,A10
Azure,westeurope,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.326,A10
Azure,eastus,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,0.308246,Other
Azure,usgovvirginia,Standard_ND96asr_v4,Virtual Machines NDasr A100 v4 Series,7.48066,Other
Azure,southeastasia,Standard_NC6s_v3,Virtual Machines NCSv3 Series,0.847,Other
Azure,switzerlandnorth,Standard_NC12s_v3,Virtual Machines NCSv3 Series,1.554353,Other
Azure,uksouth,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,24.58,H100
Azure,usgovvirginia,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,8.384,Other
Azure,japaneast,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,0.77154,Other
Azure,northcentralus,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,3.84,A10
Azure,southeastasia,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,5.816,A10
Azure,qatarcentral,Standard_NC6s_v3,Virtual Machines NCSv3 Series,0.777084,Other
Azure,swedencentral,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,1.33487,Other
Azure,attatlanta1,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,0.947,Other
Azure,westus,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,19.1,A100
Azure,southeastasia,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,7.893,Other
Azure,uksouth,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series Windows,110.416,H200
Azure,southafricanorth,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,31.170586,H100
Azure,canadacentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,11.023,A100
Azure,westus,Standard_NM16ads_MA35D  ,Virtual Machines NMadsMA35D Series,2.535,Other
Azure,koreacentral,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series Windows,11.263,H100
Azure,swedencentral,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,1.164,Other
Azure,usgovarizona,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.350149,A10
Azure,swedencentral,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,2.08,A10
Azure,northeurope,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.642,A10
Azure,germanywestcentral,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.132,Other
Azure,southcentralus,Standard_NC12s_v3,Virtual Machines NCSv3 Series Windows,7.5416,Other
Azure,eastus2,Standard_NG16ads_V620_v1,Virtual Machines NGadsV620v1 Series Windows,0.802,Other
Azure,westus2,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,1.469,A100
Azure,southafricanorth,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,47.844,A100
Azure,westus3,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.083899,A10
Azure,northeurope,Standard_NV24s_v3,Virtual Machines NVSv3 Series Windows,1.41,Other
Azure,northeurope,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,7.08,A10
Azure,francecentral,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series,0.25462,Other
Azure,eastus2,Standard_NC24ads_A100_v4,NCads A100 v4 Series Windows,1.911,A100
Azure,polandcentral,Standard_ND96isrf_H100_v5,Virtual Machines NDsrf H100 v5 Series,23.620397,H100
Azure,italynorth,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.768768,A10
Azure,swedencentral,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,71.616,MI300X
Azure,northeurope,Standard_NC32ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,0.4126,RTX PRO 6000
Azure,swedencentral,Standard_ND96is_noIB_H100_v5,Virtual Machines NDsH100v5 Series Windows,119.45,H100
Azure,westus,Standard_NC12s_v3,Virtual Machines NCSv3 Series,1.470269,Other
Azure,qatarcentral,Standard_NC24s_v3,Virtual Machines NCSv3 Series,16.821,Other
Azure,israelcentral,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,0.331,Other
Azure,brazilsouth,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,1.28,A10
Azure,switzerlandnorth,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,2.121,Other
Azure,northcentralus,Standard_NV28adms_V710_v5,Virtual Machines NVadsV710v5 Series,0.532224,Other
Azure,japaneast,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,9.569,H100
Azure,southafricanorth,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,2.336,A10
Azure,koreacentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,2.2407,A100
Azure,japaneast,Standard_NG8ads_V620_v1,Virtual Machines NGadsV620v1 Series,0.92,Other
Azure,westeurope,Standard_ND40rs_v2,Virtual Machines NDrSv2 Series,5.505,Other
Azure,koreasouth,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,1.61238,H100
Azure,northeurope,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,11.023,A100
Azure,centralindia,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,7.216,Other
Azure,eastus,Standard_NV24ads_V710_v5,Virtual Machines NVadsV710v5 Series,0.3696,Other
Azure,northcentralus,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.768,A10
Azure,westus,Standard_NC32ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,0.3748,RTX PRO 6000
Azure,australiasoutheast,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,67.2,MI300X
Azure,brazilsouth,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series,33.92,H200
Azure,australiaeast,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,4.261,A100
Azure,centralus,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series,19.165,H200
Azure,swedencentral,Standard_NG32adms_V620,Virtual Machines NGadsV620v1 Series,4.293,Other
Azure,westus,Standard_NC128ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,1.6588,RTX PRO 6000
Azure,japaneast,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.132,A10
Azure,brazilsouth,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series,169.6,H200
Azure,centralus,Standard_NC256ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,15.706,RTX PRO 6000
Azure,westus,Standard_NV4ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,0.114022,Other
Azure,japaneast,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.58175,A10
Azure,francecentral,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,11.79828,A100
Azure,uaenorth,Standard_NV12s_v3,Virtual Machines NVSv3 Series,1.391,Other
Azure,northeurope,Standard_NC16lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,0.4706,RTX PRO 6000
Azure,usgovvirginia,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.475,Other
Azure,eastus2,Standard_NG32ads_V620_v1,Virtual Machines NGadsV620v1 Series Windows,4.012,Other
Azure,southeastasia,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,0.35999,Other
Azure,northeurope,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series Windows,4.086,H100
Azure,uksouth,Standard_NV6_Promo,Virtual Machines NV Promo Series Windows,1.177,Other
Azure,westus3,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.167798,A10
Azure,australiaeast,Standard_NC6s_v3,Virtual Machines NCSv3 Series,4.234,Other
Azure,usgovarizona,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,8.15,A10
Azure,southcentralus,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,6.63696,Other
Azure,japanwest,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,30.479,H100
Azure,southeastasia,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,3.333792,Other
Azure,brazilsouth,Standard_NC96ads_A100_v4,NCads A100 v4 Series Windows,6.24624,A100
Azure,southcentralus,Standard_NC12s_v3,Virtual Machines NCSv3 Series,1.244074,Other
Azure,koreasouth,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.227,A10
Azure,southcentralus,Standard_NV32as_v4,Virtual Machines NVasv4 Series,2.237,Other
Azure,chilecentral,Standard_NV16as_v4,Virtual Machines NVasv4 Series,1.305,Other
Azure,germanynorth,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,59.797,A100
Azure,uksouth,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,1.248,Other
Azure,brazilsouth,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,6.76,A100
Azure,southafricanorth,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.525524,A10
Azure,westus2,Standard_NC16lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6,1.13,RTX PRO 6000
Azure,eastus2,Standard_NC32ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6 Windows,2.914,RTX PRO 6000
Azure,southcentralus,Standard_NV28adms_V710_v5,Virtual Machines NVadsV710v5 Series,2.88,Other
Azure,westus2,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.043058,Other
Azure,centralus,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,63.457,MI300X
Azure,norwayeast,Standard_NV48s_v3,Virtual Machines NVSv3 Series Windows,3.391,Other
Azure,westus,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,5.876,A10
Azure,westus3,Standard_ND96asr_A100_v4,Virtual Machines NDasr A100 v4 Series Windows,31.613,A100
Azure,eastus,Standard_ND128isr_NDR_GB200_v6,Virtual Machines NDsrGB200NDRv6 Windows,114.048,GB200
Azure,westus2,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.233,Other
Azure,northeurope,Standard_NC128ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,1.8258,RTX PRO 6000
Azure,westus,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,25.563,H100
Azure,westus3,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,1.396,H100
Azure,koreacentral,Standard_NC6s_v3,Virtual Machines NCSv3 Series,0.782443,Other
Azure,jioindiawest,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,4.114,A100
Azure,southcentralus,Standard_ND40rs_v2,Virtual Machines NDrSv2 Series,26.438,Other
Azure,centralus,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,3.712207,A100
Azure,attdallas1,Standard_NV32ahs_v4,Virtual Machines NVasv4 VDI Series Windows,1.508,Other
Azure,swedencentral,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,18.151,A100
Azure,westeurope,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,3.632,H100
Azure,westcentralus,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,122.4,H100
Azure,usgovvirginia,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.118178,A10
Azure,eastus2,Standard_NV24s_v3,Virtual Machines NVSv3 Series Windows,3.384,Other
Azure,koreasouth,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.7392,A10
Azure,westeurope,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,3.82,A100
Azure,southcentralus,Standard_NCC40ads_H100_v5,Virtual Machines NCCadsv5 Srs Win,1.798104,H100
Azure,norwayeast,Standard_NV24s_v3,Virtual Machines NVSv3 Series,0.579348,Other
Azure,southafricanorth,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series Windows,128.224,H200
Azure,southeastasia,Standard_NP40s,Virtual Machines NP Series Windows,10.42,Other
Azure,canadacentral,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.307,Other
Azure,eastus2,Standard_NG8ads_V620_v1,Virtual Machines NGadsV620v1 Series Windows,0.401,Other
Azure,northeurope,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,1.675,H100
Azure,switzerlandnorth,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,10.505,A100
Azure,eastus,Standard_NC256lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6,2.2,RTX PRO 6000
Azure,westus3,Standard_NG32adms_V620,Virtual Machines NGadsV620v1 Series,0.61021,Other
Azure,jioindiacentral,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,19.544,H100
Azure,westus3,Standard_NG8ads_V620_v1,Virtual Machines NGadsV620v1 Series,0.127,Other
Azure,koreasouth,Standard_ND128isr_NDR_GB200_v6,Virtual Machines NDsrGB200NDRv6 Series,124.4,GB200
Azure,koreasouth,Standard_ND128isr_NDR_GB200_v6,Virtual Machines NDsrGB200NDRv6 Windows,130.288,GB200
Azure,canadaeast,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,7.865,A100
Azure,polandcentral,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,14.784,MI300X
Azure,canadacentral,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.151721,A10
Azure,westeurope,Standard_NM16ads_MA35D  ,Virtual Machines NMadsMA35D Series Windows,1.308,Other
Azure,eastasia,Standard_NC6s_v3,Virtual Machines NCSv3 Series,0.876506,Other
Azure,westus2,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.417,Other
Azure,westus3,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series,0.752,Other
Azure,canadacentral,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,17.18,H100
Azure,usgovarizona,Standard_NV8as_v4,Virtual Machines NVasv4 Series,0.107554,Other
Azure,chilecentral,Standard_NV8as_v4,Virtual Machines NVasv4 Series Windows,0.188496,Other
Azure,italynorth,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.384384,A10
Azure,indonesiacentral,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,7.193,A10
Azure,centralindia,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,4.082,Other
Azure,japanwest,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,55.21,A100
Azure,usgovarizona,Standard_NC24_Promo,Virtual Machines NC Promo Series,1.901,Other
Azure,eastus2,Standard_NC32lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,0.543,RTX PRO 6000
Azure,centralindia,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.168538,A10
Azure,westus2,Standard_ND40rs_v2,Virtual Machines NDrSv2 Series Windows,4.411546,Other
Azure,spaincentral,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.055994,Other
Azure,eastus,Standard_NV24s_v3,Virtual Machines NVSv3 Series,0.456,Other
Azure,southcentralus,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,8.176,H100
Azure,spaincentral,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series Windows,114.656,H200
Azure,eastus2,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series,17.698,H100
Azure,italynorth,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,11.758,A100
Azure,southcentralus,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.201432,A10
Azure,eastus,Standard_ND96is_flex_H100_v5,Virtual Machines NDsfH100v5 Series Windows,92.904,H100
Azure,northcentralus,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.151721,A10
Azure,canadacentral,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,7.824,A10
Azure,australiacentral2,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,1.129,Other
Azure,spaincentral,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series Windows,4.366,H100
Azure,italynorth,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,18.151,A100
Azure,germanywestcentral,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,12.48,MI300X
Azure,westus,Standard_NC64ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,3.68,RTX PRO 6000
Azure,westus3,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.73,A10
Azure,southeastasia,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,4.715,A10
Azure,australiacentral,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,1.565,Other
Azure,uaenorth,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.500576,A10
Azure,uksouth,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.352334,Other
Azure,westus,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,17.016,Other
Azure,francecentral,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,0.70261,Other
Azure,koreasouth,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.155786,A10
Azure,westus3,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,1.668,Other
Azure,koreacentral,Standard_NC24rs_v3,Virtual Machines NCSv3 Series,18.63,Other
Azure,southcentralus,Standard_NV6s_v2,Virtual Machines NVSv2 Series Windows,0.822,Other
Azure,japaneast,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,7.28712,H100
Azure,westus,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.163,A10
Azure,malaysiawest,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,4.376,A10
Azure,uaenorth,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series,23.384222,H100
Azure,germanywestcentral,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,0.76,Other
Azure,uksouth,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,8.452,H100
Azure,northcentralus,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.71,Other
Azure,eastus2,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,1.469,A100
Azure,canadacentral,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.109,A10
Azure,northcentralus,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.051744,Other
Azure,switzerlandnorth,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.26,A10
Azure,westeurope,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,11.79828,A100
Azure,westus2,Standard_NP40s,Virtual Machines NP Series Windows,8.44,Other
Azure,southcentralus,Standard_NV8ads_V710_v5,Virtual Machines NVadsV710v5 Series,0.16,Other
Azure,centralindia,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,1.169414,A10
Azure,spaincentral,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.768768,A10
Azure,westus3,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,14.874,A100
Azure,centralus,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,3.549039,H100
Azure,eastus,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,14.874,A100
Azure,koreacentral,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,1.595,Other
Azure,centralus,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,3.015566,Other
Azure,eastus2,Standard_ND96isf_H100_v5,Virtual Machines NDsrf H100 v5 Series Windows,92.904,H100
Azure,usgovarizona,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.0582,Other
Azure,australiacentral2,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.538,Other
Azure,uksouth,Standard_NV32as_v4,Virtual Machines NVasv4 Series,0.466,Other
Azure,brazilsouth,Standard_NV24s_v3,Virtual Machines NVSv3 Series Windows,1.992,Other
Azure,westeurope,Standard_NV24ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,3.704,Other
Azure,southeastasia,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series,0.21,Other
Azure,spaincentral,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series,110.24,H200
Azure,indonesiacentral,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series Windows,103.632,H200
Azure,centralindia,Standard_NC6s_v3,Virtual Machines NCSv3 Series,0.782443,Other
Azure,uksouth,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,64.416,MI300X
