provider,region,instance_type,product_name,hourly_price_usd,gpu_type
Azure,eastus2,Standard_NC64lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,1.0768,RTX PRO 6000
Azure,northcentralus,Standard_NC96ads_A100_v4,NCads A100 v4 Series Windows,8.819,A100
Azure,centralindia,Standard_NV24s_v3,Virtual Machines NVSv3 Series,0.638,Other
Azure,westus2,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,3.377339,A100
Azure,brazilsouth,Standard_NC6s_v3,Virtual Machines NCSv3 Series,1.130976,Other
Azure,japaneast,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.857472,A10
Azure,southcentralus,Standard_ND96is_noIB_H100_v5,Virtual Machines NDsH100v5 Series,106.171,H100
Azure,westeurope,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,5.816,A10
Azure,centralus,Standard_NC24s_v3,Virtual Machines NCSv3 Series,13.831,Other
Azure,centralus,Standard_NC64lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,1.1894,RTX PRO 6000
Azure,malaysiawest,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.531,A10
Azure,eastus,Standard_NV28adms_V710_v5,Virtual Machines NVadsV710v5 Series,0.48,Other
Azure,westeurope,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series Windows,9.828,H100
Azure,northcentralus,Standard_NV4ads_V710_v5,Virtual Machines NVadsV710v5 Series,0.08,Other
Azure,canadacentral,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.832,A10
Azure,southeastasia,Standard_NC24rs_v3,Virtual Machines NCSv3 Series,3.726,Other
Azure,germanywestcentral,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.384384,A10
Azure,westus3,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,13.96,H100
Azure,attatlanta1,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,1.52,Other
Azure,westus2,Standard_NV12_Promo,Virtual Machines NV Promo Series Windows,1.863,Other
Azure,mexicocentral,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.958742,A10
Azure,canadacentral,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,1.718,H100
Azure,northcentralus,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series Windows,1.887917,H100
Azure,attatlanta1,Standard_NV8ahs_v4,Virtual Machines NVasv4 VDI Series,0.228,Other
Azure,koreacentral,Standard_ND128isr_NDR_GB200_v6,Virtual Machines NDsrGB200NDRv6 Windows,151.888,GB200
Azure,eastasia,Standard_ND40s_v2,Virtual Machines NDSv2 Series Windows,5.5671,Other
Azure,eastus,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.897389,A10
Azure,australiasoutheast,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,12.41856,MI300X
Azure,australiaeast,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,0.835,Other
Azure,westcentralus,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,24.806,MI300X
Azure,switzerlandnorth,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.13,A10
Azure,brazilsouth,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,96.0,MI300X
Azure,centralus,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,1.112,A10
Azure,indonesiacentral,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.724416,A10
Azure,centralus,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,4.204,A100
Azure,francecentral,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series Windows,110.416,H200
Azure,australiasoutheast,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series,110.24,H200
Azure,japaneast,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,4.132782,A100
Azure,jioindiawest,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.636,A10
Azure,westeurope,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,0.365534,Other
Azure,brazilsouth,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,1.113,Other
Azure,southeastasia,Standard_NC24ads_A100_v4,NCads A100 v4 Series Linux,0.955,A100
Azure,qatarcentral,Standard_NC6s_v3,Virtual Machines NCSv3 Series Windows,0.833263,Other
Azure,southcentralus,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,1.085,A10
Azure,uaenorth,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.422822,A10
Azure,westeurope,Standard_NV28adms_V710_v5,Virtual Machines NVadsV710v5 Series,0.576576,Other
Azure,northeurope,Standard_NV48s_v3,Virtual Machines NVSv3 Series,4.838,Other
Azure,switzerlandnorth,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,24.200299,H100
Azure,westus3,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,1.304,A10
Azure,westus3,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,20.966,MI300X
Azure,australiaeast,Standard_NC24rs_v3,Virtual Machines NCSv3 Series,3.726,Other
Azure,uaenorth,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,2.335133,A10
Azure,japaneast,Standard_NC6s_v3,Virtual Machines NCSv3 Series Windows,4.47,Other
Azure,southcentralus,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.3683,Other
Azure,swedencentral,Standard_ND96isf_H100_v5,Virtual Machines NDsrf H100 v5 Series Windows,119.45,H100
Azure,koreacentral,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,3.769,H100
Azure,norwayeast,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,2.12,Other
Azure,canadacentral,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,1.336,Other
Azure,koreacentral,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.123,A10
Azure,westcentralus,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,11.52,MI300X
Azure,northcentralus,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,122.4,H100
Azure,canadacentral,Standard_NV32as_v4,Virtual Machines NVasv4 Series,2.237,Other
Azure,germanywestcentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,9.55,A100
Azure,japanwest,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,9.285,Other
Azure,centralus,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,11.726854,MI300X
Azure,japaneast,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,0.393994,Other
Azure,eastus,Standard_ND40s_v2,Virtual Machines NDSv2 Series,12.24,Other
Azure,southeastasia,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.160037,A10
Azure,attatlanta1,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,1.683,Other
Azure,polandcentral,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,31.334,MI300X
Azure,southcentralus,Standard_NV12_Promo,Virtual Machines NV Promo Series,1.38,Other
Azure,uaenorth,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,24.200299,H100
Azure,northeurope,Standard_NV8as_v4,Virtual Machines NVasv4 Series Windows,0.927,Other
Azure,canadacentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,8.815,A100
Azure,swedencentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,1.91,A100
Azure,japaneast,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,2.087,Other
Azure,norwayeast,Standard_NV12s_v3,Virtual Machines NVSv3 Series,0.289766,Other
Azure,northeurope,Standard_NV6_Promo,Virtual Machines NV Promo Series Windows,1.002,Other
Azure,indonesiacentral,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,1.023238,A10
Azure,koreacentral,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.113282,A10
Azure,westeurope,Standard_NV4as_v4,Virtual Machines NVasv4 Series,0.053777,Other
Azure,southcentralus,Standard_NC6_Promo,Virtual Machines NC Promo Series,0.475,Other
Azure,australiaeast,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series Windows,50.95,H200
Azure,eastus,Standard_NC24ads_A100_v4,NCads A100 v4 Series Linux,3.673,A100
Azure,eastus,Standard_NC6s_v3,Virtual Machines NCSv3 Series Windows,1.334,Other
Azure,westus,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.416,A10
Azure,italynorth,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.475,Other
Azure,jioindiawest,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,2.057,A100
Azure,germanywestcentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,4.703,A100
Azure,uksouth,Standard_NC24ads_A100_v4,NCads A100 v4 Series Linux,1.07108,A100
Azure,southafricanorth,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,1.904,A10
Azure,israelcentral,Standard_NC12s_v3,Virtual Machines NCSv3 Series Windows,1.656362,Other
Azure,japaneast,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,2.13,A100
Azure,centralus,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.119,Other
Azure,qatarcentral,Standard_NC12s_v3,Virtual Machines NCSv3 Series,1.554353,Other
Azure,westeurope,Standard_ND40rs_v2,Virtual Machines NDrSv2 Series Windows,5.426837,Other
Azure,southcentralus,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series Windows,14.156744,H100
Azure,malaysiawest,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series,0.26158,Other
Azure,northcentralus,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.657,A10
Azure,westus3,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,8.8704,MI300X
Azure,southeastasia,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,19.1,A100
Azure,italynorth,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,1.695,A10
Azure,northeurope,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,2.64689,Other
Azure,canadacentral,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.224,Other
Azure,southcentralus,Standard_NC12s_v3,Virtual Machines NCSv3 Series,1.3464,Other
Azure,japaneast,Standard_NC24ads_A100_v4,NCads A100 v4 Series Linux,5.326,A100
Azure,swedencentral,Standard_ND96is_flex_H100_v5,Virtual Machines NDsfH100v5 Series Windows,119.45,H100
Azure,japaneast,Standard_NC24ads_A100_v4,NCads A100 v4 Series Windows,6.43,A100
Azure,usgovvirginia,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.132,Other
Azure,switzerlandnorth,Standard_NV48s_v3,Virtual Machines NVSv3 Series,1.158696,Other
Azure,canadacentral,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.206606,Other
Azure,southcentralus,Standard_NV6ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.328,A10
Azure,uksouth,Standard_NV16as_v4,Virtual Machines NVasv4 Series Windows,0.351305,Other
Azure,westeurope,Standard_NV24s_v3,Virtual Machines NVSv3 Series,0.57,Other
Azure,usgovvirginia,Standard_NV8as_v4,Virtual Machines NVasv4 Series Windows,0.95,Other
Azure,australiacentral2,Standard_NC8as_T4_v3,Virtual Machines NCasT4 v3 Series,0.0977,Other
Azure,centralus,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,16.602,A100
Azure,northcentralus,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.206606,Other
Azure,eastus2,Standard_NC80adis_H100_v5,Virtual Machines NCadsH100v5 Series,2.792,H100
Azure,eastus,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.59136,A10
Azure,usgovarizona,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,4.0,A10
Azure,usgovarizona,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,11.79828,A100
Azure,westus2,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,1.204,Other
Azure,westeurope,Standard_ND96is_H100_v5,Virtual Machines NDsr H100 v5 Series,115.034,H100
Azure,westus2,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.526,Other
Azure,australiaeast,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,0.313,Other
Azure,southcentralus,Standard_NV4ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,0.107923,Other
Azure,germanywestcentral,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,1.815,H100
Azure,westus2,Standard_NC12_Promo,Virtual Machines NC Promo Series,0.792,Other
Azure,westeurope,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,0.70261,Other
Azure,northeurope,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.224,Other
Azure,southeastasia,Standard_ND40s_v2,Virtual Machines NDSv2 Series Windows,4.488053,Other
Azure,southcentralus,Standard_NC16ads_A10_v4,Virtual Machines NCadsA10v4 Series,0.487872,A10
Azure,southeastasia,Standard_NC96ads_A100_v4,NCads A100 v4 Series Linux,3.82,A100
Azure,francecentral,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,7.306,A10
Azure,westus2,Standard_NC32ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6 Windows,2.914,RTX PRO 6000
Azure,westus3,Standard_NC6s_v3,Virtual Machines NCSv3 Series,0.612,Other
Azure,westus2,Standard_NC128ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,6.38,RTX PRO 6000
Azure,jioindiawest,Standard_NC24ads_A100_v4,NCads A100 v4 Series Linux,1.028,A100
Azure,koreacentral,Standard_NC12s_v3,Virtual Machines NCSv3 Series Windows,3.608,Other
Azure,southcentralus,Standard_NV28adms_V710_v5,Virtual Machines NVadsV710v5 Series,0.576,Other
Azure,northcentralus,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,1.92,A10
Azure,eastus,Standard_ND96is_flex_H100_v5,Virtual Machines NDsfH100v5 Series Windows,17.168659,H100
Azure,westeurope,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,6.558,Other
Azure,brazilsouth,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,4.727923,Other
Azure,centralindia,Standard_NV12_Promo,Virtual Machines NV Promo Series,2.062,Other
Azure,eastus,Standard_NC320ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,3.3176,RTX PRO 6000
Azure,northeurope,Standard_NV8as_v4,Virtual Machines NVasv4 Series,0.559,Other
Azure,southcentralus,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,7.824,A10
Azure,uaenorth,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,12.18386,A100
Azure,southeastasia,Standard_NM16ads_MA35D  ,Virtual Machines NMadsMA35D Series Windows,0.604481,Other
Azure,westus3,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.182,A10
Azure,canadacentral,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,3.84,A10
Azure,westus,Standard_NC12s_v3,Virtual Machines NCSv3 Series,1.591,Other
Azure,eastus,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,102.736,H100
Azure,brazilsouth,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.488749,A10
Azure,attatlanta1,Standard_NV32as_v4,Virtual Machines NVasv4 Series,0.652,Other
Azure,francesouth,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,14.99264,A100
Azure,westus,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,0.63249,Other
Azure,northeurope,Standard_NV48s_v3,Virtual Machines NVSv3 Series,0.894062,Other
Azure,centralus,Standard_NC32lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,0.6004,RTX PRO 6000
Azure,japaneast,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,19.558,Other
Azure,canadacentral,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,10.64448,MI300X
Azure,southcentralus,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,5.424,A10
Azure,koreacentral,Standard_NC12s_v3,Virtual Machines NCSv3 Series,8.468,Other
Azure,westus,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,1.815,H100
Azure,japaneast,Standard_NC24s_v3,Virtual Machines NCSv3 Series,3.100205,Other
Azure,westus2,Standard_NC24ads_A100_v4,NCads A100 v4 Series Windows,1.68867,A100
Azure,eastus2,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,32.77,A100
Azure,qatarcentral,Standard_NC24rs_v3,Virtual Machines NCSv3 Series,18.503,Other
Azure,attdallas1,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,2.155,Other
Azure,usgovarizona,Standard_ND96isrf_H200_v5,Virtual Machines NDsrfH200v5 Series Windows,110.416,H200
Azure,southcentralus,Standard_NV24ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,3.504,Other
Azure,japaneast,Standard_NC24ads_A100_v4,NCads A100 v4 Series Linux,1.065,A100
Azure,brazilsouth,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,17.7408,MI300X
Azure,brazilsouth,Standard_NC24ads_A100_v4,NCads A100 v4 Series Linux,1.357541,A100
Azure,northeurope,Standard_NV36ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.709632,A10
Azure,koreacentral,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,1.62661,A10
Azure,southeastasia,Standard_NC64ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6 Windows,6.907,RTX PRO 6000
Azure,malaysiawest,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,2.18,Other
Azure,westus3,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,0.34916,Other
Azure,australiaeast,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,12.35416,A100
Azure,westus,Standard_NV24s_v2,Virtual Machines NVSv2 Series,0.567151,Other
Azure,northcentralus,Standard_NV8ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,0.215846,Other
Azure,australiacentral2,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.0684,Other
Azure,centralus,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.333517,A10
Azure,switzerlandnorth,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,46.861,A100
Azure,germanywestcentral,Standard_NV16as_v4,Virtual Machines NVasv4 Series,1.165,Other
Azure,westeurope,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,1.978,Other
Azure,germanywestcentral,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,2.08,A10
Azure,eastus,Standard_NV24ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,1.242,Other
Azure,eastus,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,18.169536,H100
Azure,usgovarizona,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.08778,Other
Azure,centralus,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,1.118,A10
Azure,westus3,Standard_NV32as_v4,Virtual Machines NVasv4 Series,0.373,Other
Azure,eastus,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series Windows,41.094,H100
Azure,switzerlandnorth,Standard_NC96ads_A100_v4,NCads A100 v4 Series Windows,4.698725,A100
Azure,eastus,Standard_NV24s_v3,Virtual Machines NVSv3 Series,0.421344,Other
Azure,centralus,Standard_NC128ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6 Windows,2.7482,RTX PRO 6000
Azure,australiaeast,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,10.121,H100
Azure,centralus,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,4.533,A10
Azure,uksouth,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,3.122381,Other
Azure,centralus,Standard_NC6s_v3,Virtual Machines NCSv3 Series Windows,3.734,Other
Azure,koreasouth,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,11.904077,MI300X
Azure,japaneast,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,5.875,Other
Azure,polandcentral,Standard_NC4as_T4_v3,Virtual Machines NCasT4 v3 Series,0.131,Other
Azure,usgovvirginia,Standard_NC24s_v3,Virtual Machines NCSv3 Series,2.714342,Other
Azure,northcentralus,Standard_NV24_Promo,Virtual Machines NV Promo Series,2.736,Other
Azure,canadaeast,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,43.74,A100
Azure,northeurope,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,57.6,MI300X
Azure,koreacentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,1.832662,A100
Azure,usgovvirginia,Standard_NC12_Promo,Virtual Machines NC Promo Series,0.95,Other
Azure,indonesiacentral,Standard_NV36adms_A10_v5,Virtual Machines NVadsA10v5 Series,5.537,A10
Azure,westeurope,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.475,Other
Azure,usgovvirginia,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,2.43136,Other
Azure,canadacentral,Standard_NP20s,Virtual Machines NP Series Windows,1.952,Other
Azure,westus2,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,32.77,A100
Azure,westus,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,47.017,A100
Azure,northcentralus,Standard_ND96isr_H200_v5,Virtual Machines NDsrH200v5 Series,101.76,H200
Azure,jioindiacentral,Standard_NC24ads_A100_v4,NCads A100 v4 Series Windows,2.498,A100
Azure,eastus2,Standard_NC8lds_xl_RTXPRO6000BSE_v6,Virtual Machines NCldsxlRTX6kv6 Windows,0.1836,RTX PRO 6000
Azure,southcentralus,Standard_NC8ads_A10_v4,Virtual Machines NCadsA10v4 Series,0.264,A10
Azure,switzerlandnorth,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,9.981,H100
Azure,eastus2,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series,1.396,H100
Azure,japanwest,Standard_ND96isr_H100_v5,Virtual Machines NDsr H100 v5 Series,152.396,H100
Azure,eastus,Standard_NC24rs_v3,Virtual Machines NCSv3 Series Windows,2.690688,Other
Azure,eastus2,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.077062,Other
Azure,centralindia,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,0.265,Other
Azure,brazilsouth,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,17.0404,A100
Azure,eastus,Standard_NV48s_v3,Virtual Machines NVSv3 Series,0.842688,Other
Azure,koreasouth,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series,8.15,A10
Azure,brazilsouth,Standard_NC24ads_A100_v4,NCads A100 v4 Series Windows,8.45,A100
Azure,francecentral,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.19,Other
Azure,eastus,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Linux,32.77,A100
Azure,eastus2,Standard_NC256ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,12.76,RTX PRO 6000
Azure,eastus,Standard_NV8ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,0.191268,Other
Azure,canadacentral,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series,1.92,A10
Azure,westus3,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,37.186,A100
Azure,usgovarizona,Standard_NC24s_v3,Virtual Machines NCSv3 Series Windows,16.16,Other
Azure,spaincentral,Standard_NV8ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,1.235,Other
Azure,koreacentral,Standard_NC24rs_v3,Virtual Machines NCSv3 Series,3.442824,Other
Azure,germanywestcentral,Standard_NC24ads_A100_v4,NCads A100 v4 Series Windows,5.879,A100
Azure,koreasouth,Standard_ND96is_MI300X_v5,Virtual Machines NDMI300Xv5 Srs,12.0,MI300X
Azure,westus2,Standard_NC32ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,0.2884,RTX PRO 6000
Azure,westus,Standard_NC128ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,8.294,RTX PRO 6000
Azure,koreacentral,Standard_NV72ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,12.114,A10
Azure,mexicocentral,Standard_NV12ads_A10_v5,Virtual Machines NVadsA10v5 Series,0.2,A10
Azure,westus3,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series Windows,1.94,Other
Azure,eastus2,Standard_NV12s_v3,Virtual Machines NVSv3 Series Windows,0.312682,Other
Azure,southeastasia,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,0.719796,Other
Azure,westeurope,Standard_NC16ads_A10_v4,Virtual Machines NCadsA10v4 Series,2.86,A10
Azure,mexicocentral,Standard_NV4as_v4,Virtual Machines NVasv4 Series Windows,0.176,Other
Azure,koreacentral,Standard_NC48ads_A100_v4,NCads A100 v4 Series Linux,1.983,A100
Azure,westus,Standard_ND96ams_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,12.22442,A100
Azure,australiaeast,Standard_NC64as_T4_v3,Virtual Machines NCasT4 v3 Series,1.132,Other
Azure,uksouth,Standard_ND96isr_MI300X_v5,Virtual Machines NDMI300Xv5 Srs Windows,25.766,MI300X
Azure,switzerlandnorth,Standard_NC40ads_H100_v5,Virtual Machines NCadsH100v5 Series Windows,11.821,H100
Azure,attatlanta1,Standard_NV32as_v4,Virtual Machines NVasv4 Series Windows,4.734,Other
Azure,eastus,Standard_NC320ds_xl_RTXPRO6000BSE_v6,Virtual Machines NCdsxlRTX6kv6,16.588,RTX PRO 6000
Azure,westeurope,Standard_NC16ads_A10_v4,Virtual Machines NCadsA10v4 Series,0.572,A10
Azure,uksouth,Standard_NV24_Promo,Virtual Machines NV Promo Series Windows,4.709,Other
Azure,westus3,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.932,Other
Azure,spaincentral,Standard_ND96amsr_A100_v4,Virtual Machines NDamsr A100 v4 Series Windows,18.151,A100
Azure,southeastasia,Standard_NV16as_v4,Virtual Machines NVasv4 Series,0.223978,Other
Azure,northcentralus,Standard_NV8ads_V710_v5,Virtual Machines NVadsV710v5 Series Windows,0.467,Other
Azure,eastasia,Standard_NV18ads_A10_v5,Virtual Machines NVadsA10v5 Series Windows,0.611318,A10
Azure,westus,Standard_NC48ads_A100_v4,NCads A100 v4 Series Windows,11.758,A100
Azure,swedencentral,Standard_NC16as_T4_v3,Virtual Machines NCasT4 v3 Series,0.255,Other
